Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Aanbieding (product.metafields.custom.aanbieding),Aantal Spelers (product.metafields.custom.aantal_spelers),Aantal speler 2 (product.metafields.custom.aantal_speler_2),Aantal Stukjes (product.metafields.custom.aantal_stukjes),Activiteit (product.metafields.custom.activiteit),Demospel (product.metafields.custom.demospel),Inhoud doos (product.metafields.custom.inhoud_doos),Leeftijd (product.metafields.custom.leeftijd),Moeilijkheidsgraad (product.metafields.custom.moeilijkheidsgraad),Soort Product (product.metafields.custom.soort_product),Type Spel (product.metafields.custom.soort_spel),Spelduur (product.metafields.custom.spelduur),Spelmechanisme (product.metafields.custom.spelmechanisme),Taal (product.metafields.custom.taal),Thema (product.metafields.custom.thema),Type Accessoires (product.metafields.custom.type_accessoires),Uitgever (product.metafields.custom.uitgever),Weetjes (product.metafields.custom.weetjes),Wereld (product.metafields.custom.wereld),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Aantal productbeoordelingen (product.metafields.reviews.rating_count),Leeftijdsgroep (product.metafields.shopify.age-group),Leeftijdsbeperkingen (product.metafields.shopify.age-restrictions),Kenmerken spelbord (product.metafields.shopify.board-game-features),Bordspelmechanismen (product.metafields.shopify.board-game-mechanics),Type bouwspeelgoed (product.metafields.shopify.building-toy-type),Kleur (product.metafields.shopify.color-pattern),Behendigheidsvaardigheden (product.metafields.shopify.dexterity-skills),Dobbelsteenvorm (product.metafields.shopify.dice-shape),Materiaal versiering/rand (product.metafields.shopify.embellishment-trim-material),Evenementtype (product.metafields.shopify.event-type),Moeilijkheidsgraad spel (product.metafields.shopify.game-difficulty),Gameplay-vaardigheden (product.metafields.shopify.gameplay-skills),Puzzelthema (product.metafields.shopify.puzzle-theme),Type puzzel (product.metafields.shopify.puzzle-type),Aanbevolen leeftijdsgroep (product.metafields.shopify.recommended-age-group),Thema (product.metafields.shopify.theme),Materiaal speelgoed/spel (product.metafields.shopify.toy-game-material),Aanvullende producten (product.metafields.shopify--discovery--product_recommendation.complementary_products),Gerelateerde producten (product.metafields.shopify--discovery--product_recommendation.related_products),Gerelateerde productinstellingen (product.metafields.shopify--discovery--product_recommendation.related_products_display),Productboosts zoeken (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Nederland,Price / Nederland,Compare At Price / Nederland,Included / Belgie,Price / Belgie,Compare At Price / Belgie,Included / Internationaal,Price / Internationaal,Compare At Price / Internationaal,Status
inside-job-kaartspel,Inside Job - Kaartspel,"<span data-mce-fragment=""1"">Inside Job is een bijna coöperatief kaartspel, waarin iedere speler een geheime rol heeft. Iedereen is agent, op één na, de infiltrant. Die probeert onopgemerkt de missies van de agenten te saboteren. De agenten winnen als ze voldoende missies hebben volbracht, terwijl de infiltrant wint als hij voldoende koffers heeft verzameld. Lukt dat zowel de agenten als de infiltrant niet, dan moet een stemming uitkomst bieden. De agenten winnen dan als de infiltrant de meeste stemmen krijgt!</span>",999Games,,Gezelschapsspel,"Bluffen, Kaartspel, Macht, Rollenspel, Samenwerken, Slagenspel",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Inside-Job_L_1.png?v=1700576912,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers
5 spelers",3 tot 5 spelers,,"Bluffen
Samenwerken",,,10+,Makkelijk,,Kaartspel,±20 minuten,Slagenspel,Nederlands,"Macht
Rollenspel",,999Games,"'- Kruising tussen De Crew en Weerwolven
-  Extra rollenkaarten voor nog meer variatie
- Razend spannend kaartspel",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
inside-job-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Inside-Job_spel_1.png?v=1700576911,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inside-job-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Inside-Job_speelmateriaalmetdoos_1.png?v=1700576911,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inside-job-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Inside-Job_speelsituatie_1.png?v=1700576912,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inside-job-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Inside-Job_sfeerfoto1_1.png?v=1700576911,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inside-job-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Inside-Job_sfeerfoto5_1.png?v=1700576911,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intarsia-bordspel,Intarsia - Bordspel,"<p><b>Ontwerp de meest waardevolle parketvloer!</b></p>
<p><span>Het Café de Paris heeft inmiddels ontelbare jaren gezorgd voor momenten van zorgenvrije ontspanning en heerlijke mogelijkheden om in een bruisende stad op adem te komen. Helaas moet het café voor dringende renovaties sluiten. Jij bent gevraagd om de waardevolle parketvloer opnieuw te ontwerpen en die met stijlvolle intarsia’s te verfraaien. Je moet in een wedstrijd bewijzen dat jij je vak beter verstaat dan je concurrenten. Lukt het je om de meest waardevolle versieringen te creëren en ondertussen goed te vorderen, dan kun je nieuw gereedschap en veel punten verdienen.</span><br></p>
<p><b>Wie speelt er Intarsia?</b></p>
<p><span>Intarsia is een bouw- en planningsspel voor mensen die het leuk vinden om in een ronde veel te doen en het belangrijk vinden dat een spel er mooi uitziet. Met de houten onderdelen bouw je daadwerkelijk versieringen op je tableau, waardoor het resultaat er uiteindelijk prachtig uitziet. Omdat je op veel verschillende manieren punten kunt scoren, zijn er veel succesmomentjes. Daardoor is dit spel geschikt voor zowel incidentele als gevorderde spelers.</span><br></p>
<p><b>Hoe speel je Intarsia?</b></p>
<p><span>Je krijgt een vloertableau en een hand vol materiaalkaarten. Met die materiaalkaarten kun je verbinders, lijsten en binnenstukken bouwen. Elke keer dat je iets bouwt, krijg je ook weer wat kaarten terug, waarmee je weer verder kunt bouwen. Dat zijn er wel minder dan je betaalt, waardoor een ronde uiteindelijk toch eindigt als je niet meer kunt (of wilt) bouwen. Tijdens een ronde kun je punten verdienen door gereedschaptegels te nemen als je aan bepaalde voorwaarden voldoet. Na elke ronde krijg je punten voor je verbinders. Na 3 ronden eindigt het spel en scoor je punten voor je gebouwde versieringen. De speler met de meeste punten wint het spel.</span><br></p>
<p><b>Varianten</b></p>
<p><span>De vloertableaus zijn dubbelzijdig, waardoor je het spel op 2 manieren kunt spelen. Op de achterkant vind je plantenbakken, die je niet kunt overbouwen, maar waar je bonuspunten voor kunt verdienen als je die insluit.</span></p>
<!---->",999Games,Toys & Games > Games > Board Games,Gezelschapsspel,"Abstract, bords, Bordspel, Bouwen, demo, realistisch, Set collection, Spiel24, Tile placement",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Intarsia_L.png?v=1724253687,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers",2 tot 4 spelers,,Bouwen,,,10+,Makkelijk,,Bordspel,±45 minuten,"Tile placement
Set collection",Nederlands,"Abstract
Realistisch",,999Games,"'-  Niet ingewikkeld, maar boordevol tactische diepgang
- Met 2 verschillende spelvarianten
- Bevat prachtig gekleurd houten speelmateriaal
- Voor liefhebbers van Patchwork/Calico/Carcassonne",,,,,,,met-tegels; strategie,,veelkleurig; bruin; gebloemd; geometrisch; veelkleurig-3,,,,,,,,,10-jaar-of-ouder,,hout; karton,,,,,,kg,,,,,,,,,,,,
intarsia-bordspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Intarsia-speelmateriaal.png?v=1724253688,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intarsia-bordspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Intarsia_sfeerfoto2.png?v=1724253688,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intarsia-bordspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Intarsia_sfeerfoto3.png?v=1724253687,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intarsia-bordspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Intarsia_sfeerfoto5.png?v=1724253687,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-too-deep-kaartspel,In Too Deep - Kaartspel,"<p><strong>Investeer in de Diepten van de Oceaan</strong></p>
<p>De diepzee blijft een plek vol mysteries en kansen. Vijf ambitieuze bedrijven zijn op weg om de abyss te verkennen. Naarmate ze dieper duiken, neemt hun potentiële waarde toe en zien aandeelhouders hun investeringen groeien. Maar pas op! Een te snelle afdaling naar de bodem kan de toekomstige groei beperken. Investeer jij in het juiste bedrijf of ga je té diep en eindig je met een mislukking?</p>
<p>In het spel <em>In Too Deep</em> stap je in de schoenen van een investeerder in diepzee-exploratiebedrijven. Jouw doel? Het opbouwen van de meest waardevolle aandelenportefeuille! Koop aandelen in één van de vijf verschillende bedrijven of laat ze dieper de abyss in duiken om zo winst te genereren. Let goed op in welke bedrijven je investeert, want elk bedrijf heeft een unieke vaardigheid die je in jouw voordeel kunt gebruiken. Koop bijvoorbeeld een aandeel met korting, profiteer van extra winsten, of gooi een kaart van een bedrijf naar keuze weg.</p>
<p>Met dubbelzijdige bedrijfkaarten biedt <em>In Too Deep</em> maar liefst 32 unieke vaardigheidscombinaties, waardoor elk spel anders is. Deze dynamiek zorgt ervoor dat je iedere keer een nieuwe strategie kunt bedenken om de meest succesvolle investeerder te worden. Durf jij de risico’s te nemen en de juiste keuzes te maken om je investeringen maximaal te laten renderen?</p>
<p><em>In Too Deep</em> is het ideale spel voor liefhebbers van strategie, risico’s en economische uitdagingen. Beleef de spanning van investeren in de diepzee en ontdek of jij het lef hebt om de diepte in te gaan zonder je fortuin te verliezen. Word jij de ultieme aandeelhouder of kom je bedrogen uit? Ontdek het nu in <em>In Too Deep</em>!</p>",Hotgames,Toys & Games > Games > Card Games,Gezelschapsspel,"demo, Economie, Handelen, Kaartspel, Onderwaterwereld, realistisch, Strategisch",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Intoodeep_1_e5c3ca0a-1847-4864-880b-1c31374fa8e2.jpg?v=1727189428,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers",2 tot 4 spelers,,Handelen,,,10+,Makkelijk,,Kaartspel,±30 minuten,Strategisch,"Duits
Engels
Frans
Nederlands","Economie
Expeditie
Onderwaterwereld
Realistisch",,Jolly Dutch,"'- Heerlijke herspeelbaarheid, omdat de beste strategie elk spel anders kan zijn
- Daagt je uit om risico's te nemen!",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ironwood-board-game-eng,Ironwood - Board Game (Eng),"<p><em>An eternal conflict for the land of Ironwood is raging between two factions: the stalwart and hard-working Ironclad, settlers of the iron mountains; and the ferocious Woodwalkers, swift and deadly shadows of the forests. Both factions struggle for the ultimate control over the land for its greatest treasure: the Larimor Crystals, a mysterious substance holding immense energy within. It can be found both inside the colossal mountains and scattered across the dense forests.</em></p>
<p><em>The Ironclad extract the essence of the crystals and process their energy to fuel their machines and mechanical inventions. If they succeed, their giant forges will swarm the land with endless armies, and establish ultimate dominance over Ironwood.</em></p>
<p><em>The Woodwalkers use the crystals’ raw magical power to discover and retrieve three ancient totems from secret ritual sites, hidden in the mountains. Once retrieved, the combined power of these totems will summon the Guardian, the ancient protector of the woods, to wipe out the Ironclad once and for all.</em></p>
<p><em>One way or another, the eternal conflict is finally coming to an end.</em></p>
<p><em><strong>Ironwood</strong></em><span> </span>is a rules-light, highly asymmetric, card-driven tactical game for 1-2 players. Each round, you and your opponent alternate playing a total of 3 of your faction-specific cards for their action effects. These effects include positioning your warbands, initiating combat, extracting crystals, bestowing temporary passive effects, and many more. When combat occurs, you will use the same cards for their combat values instead, in a simultaneous bid to gain combat bonuses, inflict and fend off casualties, and augment the Dominance value of your warbands to win the combat.</p>
<p>The two factions are completely asymmetric in their play styles, decks, victory conditions - even in which parts of the map they can access.</p>
<p>As the Commander of the Ironclad, your primary goal is to lay down the foundations of your forges in the outer mountains, and once you have collected enough crystals, build forges on the foundations. As the Chieftain of the Woodwalkers, your mission is to locate your people’s ancient totems through Vision cards, clear the path to them by defeating Ironclad warbands, and finally securing them in the outer forests, beyond the Ironclads’ reach. Once you have retrieved the third totem as the Chieftain, or built the third Forge as the Commander, you immediately win the game.</p>
<p><em>Ironwood</em><span> </span>also features a low-upkeep solo mode against the Ironclad or the Woodwalkers. Although both solo opponents work on the same main principles, each of them bears its faction’s unique aspects and features.</p>",Intrafin,Toys & Games > Games > Board Games,Gezelschapsspel,"area movement, Beschaving, Bordspel, Competitie, demo, duel, Duelleren, Fantasy, Macht, Spelbord, Spiel24, Strategisch",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Gamefound-mainpage-thumbnail_1080x1080-1.jpg?v=1729621569,1,,,,,,,,,,,,,,,,,"2 spelers
Duel ",2 spelers,,"Competitie
Duelleren",,,12+,Expert,,Bordspel,±60 minuten,Strategisch,Engels,"Fantasy
Beschaving
Macht",,Mindclash Games,,,,,,,uitbreiding-beschikbaar,strategie; rollenspel,,veelkleurig-11,,,,,,strategisch-denken; onderhandeling,,,12-jaar-of-ouder,,,,,,,,kg,,,,,,,,,,,,
ironwood-board-game-eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/ironwood-board.jpg?v=1729621567,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ironwood-board-game-eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/ironwood-en-board-game.jpg?v=1727878072,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ironwood-board-game-eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/ironwood-gallery-1.jpg?v=1729621566,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ironwood-board-game-eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/ironwood-gallery-4.jpg?v=1729621567,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isle-of-cats-nl,Isle of Cats NL,"<p><span data-mce-fragment=""1"">Ontdek de magie van kattenredding! De Isle of Cats - het ultieme avontuurlijke bordspel! The Isle of Cats is een competitief, card-drafting, polyomino kattenplaats-bordspel. Betreed een betoverende wereld vol kleurrijke katten en onvergetelijke avonturen! Op dit prachtige eiland genaamd ""The Isle of Cats,"" wordt een spannende reddingsmissie uitgevoerd, waarbij zoveel mogelijk katten worden gered voordat de kwaadaardige Lord Vesh arriveert. Elke kat wordt vertegenwoordigd door een unieke tegel en behoort tot een speciale familie. De uitdaging is om een manier te vinden om ze allemaal op de boot te laten passen en tegelijkertijd de families bij elkaar te houden. Maar dat is nog niet alles! - </span></p>
<p><span data-mce-fragment=""1"">Veelzijdigheid voor elk publiek: Dit spel is geschikt voor 1 tot 4 spelers en biedt tevens een boeiende solo- en familievariant. Zelfs de meest doorgewinterde spelers worden uitgedaagd met een extra modus die hun vaardigheden op de proef stelt! - Unieke tactische uitdagingen: Red de katten, maar houd de families bij elkaar! Uw strategisch inzicht wordt op de proef gesteld terwijl u elk stukje van de polyomino-tegels plaatst om de meest waardevolle combinaties te creëren. </span></p>
<p><span data-mce-fragment=""1"">De combinatie van tactische puzzels en het zoeken naar de perfecte combinaties van polyomino-tegels zorgt ervoor dat geen twee avonturen ooit hetzelfde zijn. - Avontuur en ontdekking: Verken het mysterieuze eiland door kaarten te trekken, schatten te vinden, vriendschappen te sluiten met Oshax en oude lessen te bestuderen. Elke les geeft u een persoonlijke manier om punten te scoren, en met 38 unieke lessen zijn de mogelijkheden eindeloos!</span></p>",Intrafin,,Gezelschapsspel,"Avontuur, Bordspel, Dieren, Fantasy, Puzzelen, Tile placement, Verzamelen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/the-isle-of-cats-nl-bordspel_1.jpg?v=1705070864,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Puzzelen
Verzamelen",,,8+,Gemiddeld,,Bordspel,±60 minuten,Tile placement,Nederlands,"Dieren
Fantasy
Avontuur",,Intrafin Games,"'- Zowel een standaard (12+) als een familievariant (8+) mogelijk!
- Tetris met katten! Voor de echte puzzel- en kattenliefhebbers",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
isle-of-trains,Isle of Trains: All Aboard (Kickstarter Deluxe Edition),"<p><br></p>
<p>Welcome to the Isle of Trains, where you are the conductor, and constructor of one of the island's locomotives. You'll build trains and load a range of goods to complete contracts across the island, and also deliver passengers to their destinations.<br><br><i>Isle of Trains: All Aboard</i><span> </span>is a card-based engine building game where cards have multiple uses: You can use cards as locomotives, freight cars, passenger cars, or buildings to improve the effectiveness and abilities of your train. Cards can also be spent to pay for the construction of your new train cars and buildings, or you can use your cards as cargo and load them onto available freight cars.<br><br>You will also have a range of passengers who want to be taken to different destinations. You will draw these passengers at random from a bag when you build passenger cars and certain locomotives. You can then load passengers into any available passenger car. When passengers are delivered to their destinations, they will give you an instant powerful bonus!<br><br>Loading cargo and passengers into opponents' trains is important on the Isle of Trains as it'll also gain you extra bonuses that turn! But this will help the other train conductors get a little closer to completing their goals, by giving them the cargo or passengers, which they can then use for deliveries and big end game points!<br><br>The game ends when a certain number of contracts have been completed, or a certain number of passengers are delivered. You win by scoring the most points, which you earn by building up your train, completing contracts, and delivering passengers.<br><br><i>Isle of Trains: All Aboard</i><span> </span>is all about balancing the need to upgrade your train, with loading cargo or passengers onto opponent's train for big bonuses, and delivering cargo and passengers to their destinations before anyone else. Build your engine effectively enough to be remembered as the greatest train conductor on the Isle of Trains!</p>
<p> </p>
<p><br></p>",Dranda Games,,Gezelschapsspel,"1 persoon, 2 personen, 3 personen, 4 personen, Bouwen, demo, Engels, engine building, Gemiddeld, Leeftijd 12+, Strategisch, ± 60 minuten",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/f02aa4cc371067d409ed7e3214079438_original.png?v=1680946968,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Bouwen,,,12+,Gemiddeld,,Kaartspel,±60 minuten,"Strategisch
Engine Building",Engels,"Expeditie
Industrie",,Dranda Games,"'- Klein doosje, grote game
- Vloeiende engine building maken dit een strategisch goede game",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
isle-of-trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/IsleofTrainsAllAboard.jpg?v=1680946968,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isle-of-trains-all-aboard-nl,Isle of Trains: All Aboard - Kaartspel (NL),"<p>Ontdek het Isle of Trains, waar jij als conducteur en bouwer van een van de eilandtreinen de hoofdrol speelt. Dit kaartspel, Isle of Trains: All Aboard, combineert strategie en plezier. Gebruik kaarten zoals locomotieven, goederen- en passagierswagons, of gebouwen slim om je trein te versterken. Daarnaast kun je kaarten inzetten voor de bouw van nieuwe treinwagons en gebouwen, of als waardevolle vracht laden op beschikbare goederenwagons van je medespelers.</p>
<p>Elke passagier die je willekeurig trekt bij het bouwen van passagierswagons en specifieke locomotieven, biedt directe bonussen bij aflevering op hun gewenste bestemming. Een slimme zet, want het laden van vracht en passagiers op treinen van tegenstanders levert niet alleen extra bonussen op, maar brengt je ook dichter bij het behalen van je doelen.</p>
<p>Het spel eindigt wanneer een vastgesteld aantal contracten is voltooid of een specifiek aantal passagiers is afgeleverd. Scoor punten door je trein te verbeteren, contracten te voltooien en passagiers succesvol te vervoeren.</p>
<p>Isle of Trains: All Aboard draait om een gebalanceerde aanpak van het upgraden van je trein, het laden van vracht op tegenstanders voor bonussen, en het snel bezorgen van passagiers.</p>
<p>Word de meest gedenkwaardige treinconducteur op het Isle of Trains!</p>",Happy Meeple Games,Uncategorized,Gezelschapsspel,"1 persoon, 2 personen, 3 personen, 4 personen, Bouwen, engine building, Gemiddeld, Kerst24, Leeftijd 12+, Nederlands, Strategisch, ± 60 minuten",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/BoxRenderWebsite.jpg?v=1723641038,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Bouwen,,,12+,Gemiddeld,,Kaartspel,±60 minuten,"Strategisch
Engine Building",Nederlands,"Expeditie
Industrie",,Dranda Games,"'- Klein doosje, grote game
- Vloeiende engine building maken dit een strategisch goede game",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
isle-of-trains-all-aboard-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/f02aa4cc371067d409ed7e3214079438_original_6e01a2e8-5114-42c6-87ab-cb06651150a3.png?v=1723641150,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iss-vanguard,ISS Vanguard,"<div class=""column"" data-mce-fragment=""1"">
<div class=""tab-control components-tab ui-tabs ui-corner-all ui-widget ui-widget-content"" data-mce-fragment=""1"">
<div id=""description"" aria-labelledby=""ui-id-2"" role=""tabpanel"" class=""ui-tabs-panel ui-corner-bottom ui-widget-content"" aria-hidden=""false"" data-mce-fragment=""1"">
<div class=""description fr-view"" data-mce-fragment=""1"">
<em data-mce-fragment=""1""><strong data-mce-fragment=""1"">ISS Vanguard</strong></em><span data-mce-fragment=""1""> </span>is a 1-4 player co-operative, campaign Board Game. It will bring players right into epic Sci-Fi adventure, as they will play as 4 sections (security, recon, science, engineering) onboard the first human ship with the possibility to reach outer space. Campaign will introduce the unique story written by Krzysztof Piskorski (<em data-mce-fragment=""1"">Tainted Grail</em>) full of hard player choices, twists and branching storylines.</div>
<div class=""description fr-view"" data-mce-fragment=""1""></div>
<div class=""description fr-view"" data-mce-fragment=""1"">The game will come with over 100 different Crew members, each with unique characteristics. Gameplay is divided into 2 main stages: Ship phase and landing on planets.<br data-mce-fragment=""1"">
</div>
<div class=""description fr-view"" data-mce-fragment=""1""></div>
<div class=""description fr-view"" data-mce-fragment=""1"">During the Ship phase, players will manage their ship (binder with printed sleeves), where every section will have to make gameplay decisions. Then, you will prepare your crew for landing on the next planet, in search of answers to humanity's biggest questions.</div>
<div class=""description fr-view"" data-mce-fragment=""1""></div>
<div class=""description fr-view"" data-mce-fragment=""1"">Together you will pick lander and customize it with modules, then each section will choose a crew member to take on a mission ( more experienced crew members will have better ranks ), deck-build skills deck, take equipment and choose dices for his character.<br data-mce-fragment=""1"">During all phases of the games players will be directed to Log-book, consisting story encounters, often written in the form of action-packed dialogues between the characters.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">
</div>
</div>
</div>
</div>",Asmodee,,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, demo, Fantasy, Samenwerken, Sciencefiction, Strategisch, Verhaal vertellen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/ariv001_1_1.png?v=1687434740,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Samenwerken
Verhaal vertellen",,,13+,Expert,,Bordspel,±120 minuten,"Coöperatief
Strategisch",Engels,"Avontuur
Sciencefiction
Fantasy",,Awaken Realms,"'- Van de makers van ""Tainted Grail"" een prachtig scifi avonduur met prachtige componenten
- Speel het verhaal hoe jij wilt, en vul jouw logboek met de ontdekkingen van de planeten",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
